trace: fused_rank4.json
with_stack: 1
record_shapes: 1
python_function_events: 331

timestamp_us	duration_us	function
7311464293359.368	4126.023	<string>(1): <module>
7311464293361.212	4124.179	multiprocessing/spawn.py(122): spawn_main
7311464293363.254	4122.137	multiprocessing/spawn.py(135): _main
7311464293364.744	4120.647	multiprocessing/process.py(314): _bootstrap
7311464293366.408	4118.983	multiprocessing/process.py(108): run
7311464293366.965	4118.426	torch/multiprocessing/spawn.py(87): _wrap
7311464293371.71	4113.681	profile_mega_moe_torch.py(336): test
7311464293375.54	4109.851	profile_mega_moe_torch.py(285): _profile_one
7311464293378.025	687.288	torch/profiler/profiler.py(898): step
7311464293378.645	570.882	torch/profiler/profiler.py(932): _transit_action
7311464293379.141	568.016	torch/profiler/profiler.py(241): start_trace
7311464293379.605	366.526	torch/autograd/profiler.py(398): _start_trace
7311464293736.569	4.403	<built-in function perf_counter_ns>
7311464293753.034	14.016	torch/profiler/profiler.py(390): add_metadata_json
7311464293761.165	5.688	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a641b610770>
7311464293771.779	0.874	torch/profiler/profiler.py(390): add_metadata_json
7311464293772.051	0.554	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a641b610770>
7311464293773.249	0.602	torch/profiler/profiler.py(390): add_metadata_json
7311464293773.404	0.4	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a641b610770>
7311464293777.107	0.509	<built-in method kineto_available of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a641b6107b0>
7311464293778.608	119.677	torch/profiler/profiler.py(405): _get_distributed_info
7311464293784.023	3.966	torch/distributed/__init__.py(17): is_available
7311464293786.785	1.103	<built-in function hasattr>
7311464293789.35	2.808	torch/distributed/distributed_c10d.py(1340): is_initialized
7311464293790.849	1.138	torch/distributed/distributed_c10d.py(765): WORLD
7311464293791.524	0.266	torch/distributed/distributed_c10d.py(636): default_pg
7311464293792.998	27.975	torch/distributed/distributed_c10d.py(1417): get_backend
7311464293798.224	2.207	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311464293798.572	0.922	torch/distributed/distributed_c10d.py(1340): is_initialized
7311464293798.964	0.449	torch/distributed/distributed_c10d.py(765): WORLD
7311464293799.244	0.084	torch/distributed/distributed_c10d.py(636): default_pg
7311464293800.056	0.286	torch/distributed/distributed_c10d.py(765): WORLD
7311464293800.241	0.037	torch/distributed/distributed_c10d.py(636): default_pg
7311464293801.307	0.684	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311464293803.003	0.27	torch/distributed/distributed_c10d.py(650): pg_map
7311464293807.519	2.168	<built-in method get of dict object at 0x2a640fa05cc0>
7311464293811.044	0.16	torch/utils/_typing_utils.py(13): not_none
7311464293813.892	6.114	torch/distributed/distributed_c10d.py(320): __new__
7311464293814.729	0.198	<built-in function isinstance>
7311464293817.367	0.357	<built-in method upper of str object at 0x2a6350c3ca80>
7311464293818.498	0.715	<built-in function getattr>
7311464293822.124	8.64	torch/distributed/distributed_c10d.py(2476): get_rank
7311464293822.628	0.091	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311464293823.203	1.65	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311464293823.432	0.75	torch/distributed/distributed_c10d.py(1340): is_initialized
7311464293823.703	0.361	torch/distributed/distributed_c10d.py(765): WORLD
7311464293823.919	0.078	torch/distributed/distributed_c10d.py(636): default_pg
7311464293824.485	0.277	torch/distributed/distributed_c10d.py(765): WORLD
7311464293824.635	0.048	torch/distributed/distributed_c10d.py(636): default_pg
7311464293827.79	2.9	<built-in method rank of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a641aef2df0>
7311464293831.924	7.041	torch/distributed/distributed_c10d.py(2503): get_world_size
7311464293833.702	0.076	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311464293834.559	4.294	torch/distributed/distributed_c10d.py(1139): _get_group_size
7311464293834.973	0.31	torch/distributed/distributed_c10d.py(765): WORLD
7311464293835.165	0.06	torch/distributed/distributed_c10d.py(636): default_pg
7311464293835.785	1.283	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311464293835.967	0.475	torch/distributed/distributed_c10d.py(1340): is_initialized
7311464293836.122	0.221	torch/distributed/distributed_c10d.py(765): WORLD
7311464293836.231	0.049	torch/distributed/distributed_c10d.py(636): default_pg
