trace: fused_rank1.json
with_stack: 1
record_shapes: 1
python_function_events: 331

timestamp_us	duration_us	function
7311464293327.538	4146.506	<string>(1): <module>
7311464293328.805	4145.239	multiprocessing/spawn.py(122): spawn_main
7311464293330.373	4143.671	multiprocessing/spawn.py(135): _main
7311464293331.501	4142.543	multiprocessing/process.py(314): _bootstrap
7311464293333.017	4141.027	multiprocessing/process.py(108): run
7311464293333.692	4140.352	torch/multiprocessing/spawn.py(87): _wrap
7311464293338.24	4135.804	profile_mega_moe_torch.py(336): test
7311464293342.051	4131.993	profile_mega_moe_torch.py(285): _profile_one
7311464293344.395	727.054	torch/profiler/profiler.py(898): step
7311464293345.003	619.868	torch/profiler/profiler.py(932): _transit_action
7311464293345.513	617.97	torch/profiler/profiler.py(241): start_trace
7311464293346.013	386.152	torch/autograd/profiler.py(398): _start_trace
7311464293721.087	4.913	<built-in function perf_counter_ns>
7311464293739.305	13.653	torch/profiler/profiler.py(390): add_metadata_json
7311464293747.999	4.682	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a6591d10770>
7311464293755.691	1.999	torch/profiler/profiler.py(390): add_metadata_json
7311464293755.944	1.693	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a6591d10770>
7311464293758.29	0.542	torch/profiler/profiler.py(390): add_metadata_json
7311464293758.441	0.339	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a6591d10770>
7311464293761.544	0.529	<built-in method kineto_available of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a6591d107b0>
7311464293763.672	143.608	torch/profiler/profiler.py(405): _get_distributed_info
7311464293769.783	4.14	torch/distributed/__init__.py(17): is_available
7311464293772.936	0.886	<built-in function hasattr>
7311464293775.397	2.746	torch/distributed/distributed_c10d.py(1340): is_initialized
7311464293776.677	1.278	torch/distributed/distributed_c10d.py(765): WORLD
7311464293777.597	0.265	torch/distributed/distributed_c10d.py(636): default_pg
7311464293779.684	33.661	torch/distributed/distributed_c10d.py(1417): get_backend
7311464293790.4	2.191	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311464293790.83	0.767	torch/distributed/distributed_c10d.py(1340): is_initialized
7311464293791.123	0.357	torch/distributed/distributed_c10d.py(765): WORLD
7311464293791.322	0.08	torch/distributed/distributed_c10d.py(636): default_pg
7311464293792.125	0.378	torch/distributed/distributed_c10d.py(765): WORLD
7311464293792.396	0.035	torch/distributed/distributed_c10d.py(636): default_pg
7311464293793.502	0.709	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311464293795.602	0.324	torch/distributed/distributed_c10d.py(650): pg_map
7311464293800.157	0.796	<built-in method get of dict object at 0x2a659163dc80>
7311464293802.695	0.096	torch/utils/_typing_utils.py(13): not_none
