trace: legacy_rank0.json
with_stack: 1
record_shapes: 1
python_function_events: 405

timestamp_us	duration_us	function
7311463686503.426	5886.343	<string>(1): <module>
7311463686505.405	5884.364	multiprocessing/spawn.py(122): spawn_main
7311463686507.586	5882.183	multiprocessing/spawn.py(135): _main
7311463686509.384	5880.385	multiprocessing/process.py(314): _bootstrap
7311463686512.064	5877.705	multiprocessing/process.py(108): run
7311463686513.273	5876.496	torch/multiprocessing/spawn.py(87): _wrap
7311463686518.297	5871.472	profile_mega_moe_torch.py(334): test
7311463686522.251	5867.518	profile_mega_moe_torch.py(285): _profile_one
7311463686525.889	804.907	torch/profiler/profiler.py(898): step
7311463686526.569	690.351	torch/profiler/profiler.py(932): _transit_action
7311463686527.32	688.437	torch/profiler/profiler.py(241): start_trace
7311463686527.82	390.454	torch/autograd/profiler.py(398): _start_trace
7311463686905.026	6.26	<built-in function perf_counter_ns>
7311463686928.96	18.038	torch/profiler/profiler.py(390): add_metadata_json
7311463686941.637	4.981	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2b1d2f320770>
7311463686949.893	1.506	torch/profiler/profiler.py(390): add_metadata_json
7311463686950.893	0.455	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2b1d2f320770>
7311463686952.156	0.652	torch/profiler/profiler.py(390): add_metadata_json
7311463686952.418	0.334	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2b1d2f320770>
7311463686958.154	0.906	<built-in method kineto_available of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2b1d2f3207b0>
7311463686963.42	191.052	torch/profiler/profiler.py(405): _get_distributed_info
7311463686972.114	4.768	torch/distributed/__init__.py(17): is_available
7311463686975.562	1.146	<built-in function hasattr>
7311463686979.281	6.65	torch/distributed/distributed_c10d.py(1340): is_initialized
7311463686982.643	3.062	torch/distributed/distributed_c10d.py(765): WORLD
7311463686984.835	0.746	torch/distributed/distributed_c10d.py(636): default_pg
7311463686989.099	37.532	torch/distributed/distributed_c10d.py(1417): get_backend
7311463686995.838	3.149	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311463686996.575	1.032	torch/distributed/distributed_c10d.py(1340): is_initialized
7311463686996.956	0.575	torch/distributed/distributed_c10d.py(765): WORLD
7311463686997.318	0.108	torch/distributed/distributed_c10d.py(636): default_pg
7311463686998.494	0.374	torch/distributed/distributed_c10d.py(765): WORLD
7311463686998.729	0.057	torch/distributed/distributed_c10d.py(636): default_pg
7311463687001.208	1.7	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311463687006.039	0.644	torch/distributed/distributed_c10d.py(650): pg_map
7311463687009.834	0.974	<built-in method get of dict object at 0x2b1d2ed333c0>
7311463687014.026	0.13	torch/utils/_typing_utils.py(13): not_none
7311463687019.296	6.938	torch/distributed/distributed_c10d.py(320): __new__
7311463687020.385	0.23	<built-in function isinstance>
7311463687022.444	0.512	<built-in method upper of str object at 0x2b1c649288d0>
