trace: legacy_rank5.json
with_stack: 1
record_shapes: 1
python_function_events: 405

timestamp_us	duration_us	function
7311463686499.666	5884.435	<string>(1): <module>
7311463686501.365	5882.736	multiprocessing/spawn.py(122): spawn_main
7311463686503.591	5880.51	multiprocessing/spawn.py(135): _main
7311463686505.72	5878.381	multiprocessing/process.py(314): _bootstrap
7311463686507.573	5876.528	multiprocessing/process.py(108): run
7311463686508.7	5875.401	torch/multiprocessing/spawn.py(87): _wrap
7311463686513.932	5870.169	profile_mega_moe_torch.py(334): test
7311463686517.82	5866.281	profile_mega_moe_torch.py(285): _profile_one
7311463686522.814	1297.36	torch/profiler/profiler.py(898): step
7311463686523.809	1178.12	torch/profiler/profiler.py(932): _transit_action
7311463686524.622	1176.165	torch/profiler/profiler.py(241): start_trace
7311463686525.145	844.696	torch/autograd/profiler.py(398): _start_trace
7311463687358.187	4.909	<built-in function perf_counter_ns>
7311463687379.086	16.578	torch/profiler/profiler.py(390): add_metadata_json
7311463687390.339	5.075	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2ab6bfd14770>
7311463687400.331	1.84	torch/profiler/profiler.py(390): add_metadata_json
7311463687401.526	0.565	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2ab6bfd14770>
7311463687403.056	0.668	torch/profiler/profiler.py(390): add_metadata_json
7311463687403.299	0.352	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2ab6bfd14770>
7311463687409.601	1.69	<built-in method kineto_available of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2ab6bfd147b0>
7311463687416.054	223.17	torch/profiler/profiler.py(405): _get_distributed_info
7311463687423.588	5.336	torch/distributed/__init__.py(17): is_available
7311463687427.193	1.554	<built-in function hasattr>
7311463687431.392	4.965	torch/distributed/distributed_c10d.py(1340): is_initialized
7311463687433.815	2.325	torch/distributed/distributed_c10d.py(765): WORLD
7311463687435.706	0.317	torch/distributed/distributed_c10d.py(636): default_pg
7311463687442.214	48.359	torch/distributed/distributed_c10d.py(1417): get_backend
7311463687448.491	2.936	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311463687449.036	1.14	torch/distributed/distributed_c10d.py(1340): is_initialized
7311463687449.456	0.64	torch/distributed/distributed_c10d.py(765): WORLD
7311463687449.824	0.147	torch/distributed/distributed_c10d.py(636): default_pg
7311463687450.846	0.47	torch/distributed/distributed_c10d.py(765): WORLD
7311463687451.084	0.047	torch/distributed/distributed_c10d.py(636): default_pg
7311463687453.32	1.422	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311463687458.255	0.526	torch/distributed/distributed_c10d.py(650): pg_map
7311463687463.061	2.045	<built-in method get of dict object at 0x2ab6bf64f980>
7311463687467.822	0.115	torch/utils/_typing_utils.py(13): not_none
7311463687477.636	12.453	torch/distributed/distributed_c10d.py(320): __new__
7311463687483.468	0.241	<built-in function isinstance>
7311463687485.33	0.483	<built-in method upper of str object at 0x2ab5f5254990>
7311463687487.24	2.464	<built-in function getattr>
7311463687493.087	13.941	torch/distributed/distributed_c10d.py(2476): get_rank
7311463687493.564	0.124	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311463687494.455	2.191	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311463687494.806	0.979	torch/distributed/distributed_c10d.py(1340): is_initialized
7311463687495.223	0.408	torch/distributed/distributed_c10d.py(765): WORLD
7311463687495.444	0.102	torch/distributed/distributed_c10d.py(636): default_pg
7311463687496.164	0.369	torch/distributed/distributed_c10d.py(765): WORLD
7311463687496.365	0.05	torch/distributed/distributed_c10d.py(636): default_pg
7311463687504.015	2.935	<built-in method rank of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2ab6bf5f6df0>
7311463687510.518	12.996	torch/distributed/distributed_c10d.py(2503): get_world_size
7311463687514.938	0.116	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311463687517.138	5.937	torch/distributed/distributed_c10d.py(1139): _get_group_size
7311463687518.124	0.392	torch/distributed/distributed_c10d.py(765): WORLD
7311463687518.376	0.074	torch/distributed/distributed_c10d.py(636): default_pg
7311463687519.109	1.655	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311463687519.354	0.661	torch/distributed/distributed_c10d.py(1340): is_initialized
7311463687519.596	0.285	torch/distributed/distributed_c10d.py(765): WORLD
7311463687519.753	0.048	torch/distributed/distributed_c10d.py(636): default_pg
7311463687520.32	0.333	torch/distributed/distributed_c10d.py(765): WORLD
7311463687520.459	0.066	torch/distributed/distributed_c10d.py(636): default_pg
7311463687522.43	0.561	<built-in method size of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2ab6bf5f6e10>
7311463687525.849	2.201	torch/distributed/distributed_c10d.py(1501): get_pg_count
7311463687527.85	0.113	torch/distributed/distributed_c10d.py(693): group_count
7311463687530.71	76.568	torch/distributed/distributed_c10d.py(1492): _get_all_pg_configs
7311463687531.417	0.11	torch/distributed/distributed_c10d.py(650): pg_map
7311463687539.593	55.225	torch/distributed/distributed_c10d.py(1477): _get_pg_config
7311463687542.019	4.916	torch/distributed/distributed_c10d.py(5863): _get_process_group_name
7311463687543.982	0.272	torch/distributed/distributed_c10d.py(663): pg_names
7311463687544.859	0.774	<built-in method get of dict object at 0x2ab6bf64f980>
7311463687551.553	7.022	torch/distributed/distributed_c10d.py(1397): get_backend_config
7311463687552.34	0.414	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311463687554.36	0.266	torch/distributed/distributed_c10d.py(683): pg_backend_config
7311463687555.095	0.529	<built-in method get of dict object at 0x2ab6bf64f980>
7311463687557.985	0.109	torch/utils/_typing_utils.py(13): not_none
7311463687559.456	3.846	torch/distributed/distributed_c10d.py(1139): _get_group_size
7311463687559.873	0.362	torch/distributed/distributed_c10d.py(765): WORLD
7311463687560.09	0.055	torch/distributed/distributed_c10d.py(636): default_pg
7311463687560.739	1.524	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311463687560.965	0.626	torch/distributed/distributed_c10d.py(1340): is_initialized
7311463687561.176	0.286	torch/distributed/distributed_c10d.py(765): WORLD
7311463687561.319	0.063	torch/distributed/distributed_c10d.py(636): default_pg
7311463687561.859	0.289	torch/distributed/distributed_c10d.py(765): WORLD
7311463687562.003	0.067	torch/distributed/distributed_c10d.py(636): default_pg
7311463687562.701	0.514	<built-in method size of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2ab6bf5f6e10>
7311463687565.164	28.305	torch/distributed/distributed_c10d.py(1125): get_process_group_ranks
7311463687567.339	0.304	torch/distributed/distributed_c10d.py(673): pg_group_ranks
7311463687591.265	0.545	<built-in method keys of dict object at 0x2ab6c095af00>
7311463687596.0	11.031	torch/distributed/distributed_c10d.py(1477): _get_pg_config
7311463687596.434	1.581	torch/distributed/distributed_c10d.py(5863): _get_process_group_name
7311463687597.017	0.068	torch/distributed/distributed_c10d.py(663): pg_names
7311463687597.621	0.348	<built-in method get of dict object at 0x2ab6bf64f980>
7311463687599.763	2.438	torch/distributed/distributed_c10d.py(1397): get_backend_config
7311463687600.105	0.213	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311463687600.645	0.074	torch/distributed/distributed_c10d.py(683): pg_backend_config
7311463687601.023	0.093	<built-in method get of dict object at 0x2ab6bf64f980>
7311463687601.911	0.081	torch/utils/_typing_utils.py(13): not_none
7311463687602.505	1.565	torch/distributed/distributed_c10d.py(1139): _get_group_size
7311463687602.731	0.287	torch/distributed/distributed_c10d.py(765): WORLD
7311463687602.898	0.072	torch/distributed/distributed_c10d.py(636): default_pg
7311463687603.606	0.394	<built-in method size of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2ab6bf5f6e10>
7311463687604.409	2.325	torch/distributed/distributed_c10d.py(1125): get_process_group_ranks
7311463687604.906	0.05	torch/distributed/distributed_c10d.py(673): pg_group_ranks
7311463687605.819	0.131	<built-in method keys of dict object at 0x2ab6c095af00>
7311463687613.306	16.379	torch/cuda/nccl.py(35): version
7311463687615.875	5.478	<built-in function _nccl_version>
7311463687624.154	1.483	<built-in function _nccl_version_suffix>
7311463687628.878	0.383	<built-in method decode of bytes object at 0xb380a8>
7311463687632.954	5.512	<built-in method join of str object at 0xb44e38>
7311463687634.82	0.955	torch/profiler/profiler.py(422): <genexpr>
7311463687636.22	0.57	torch/profiler/profiler.py(422): <genexpr>
7311463687637.021	0.305	torch/profiler/profiler.py(422): <genexpr>
7311463687637.534	0.111	torch/profiler/profiler.py(422): <genexpr>
7311463687645.293	39.977	json/__init__.py(183): dumps
7311463687653.07	2.895	json/encoder.py(105): __init__
7311463687659.31	25.567	json/encoder.py(183): encode
7311463687659.883	0.747	<built-in function isinstance>
7311463687664.911	17.933	json/encoder.py(205): iterencode
7311463687683.88	0.221	<built-in function isinstance>
7311463687684.574	0.208	<built-in method join of str object at 0xb44e38>
7311463687686.445	2.135	torch/profiler/profiler.py(390): add_metadata_json
7311463687687.069	1.426	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2ab6bfd14770>
7311463687689.895	0.553	<built-in function hasattr>
7311463687695.328	1.391	<built-in function getattr>
7311463687699.981	0.322	<built-in method items of dict object at 0x2ab9bc9a5580>
7311463687705.907	10.156	<frozen _collections_abc>(804): get
7311463687707.333	7.631	<frozen os>(680): __getitem__
7311463687709.26	3.375	<frozen os>(762): encode
7311463687709.57	0.1	<built-in function isinstance>
