trace: legacy_rank4.json
with_stack: 1
record_shapes: 1
python_function_events: 405

timestamp_us	duration_us	function
7311463686501.119	5876.728	<string>(1): <module>
7311463686503.569	5874.278	multiprocessing/spawn.py(122): spawn_main
7311463686506.169	5871.678	multiprocessing/spawn.py(135): _main
7311463686508.57	5869.277	multiprocessing/process.py(314): _bootstrap
7311463686511.284	5866.563	multiprocessing/process.py(108): run
7311463686512.349	5865.498	torch/multiprocessing/spawn.py(87): _wrap
7311463686517.312	5860.535	profile_mega_moe_torch.py(334): test
7311463686521.44	5856.407	profile_mega_moe_torch.py(285): _profile_one
7311463686526.667	1320.279	torch/profiler/profiler.py(898): step
7311463686527.292	1178.383	torch/profiler/profiler.py(932): _transit_action
7311463686527.919	1176.217	torch/profiler/profiler.py(241): start_trace
7311463686528.394	836.189	torch/autograd/profiler.py(398): _start_trace
7311463687354.179	4.931	<built-in function perf_counter_ns>
7311463687373.663	16.673	torch/profiler/profiler.py(390): add_metadata_json
7311463687383.978	6.118	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a641b610770>
7311463687393.799	2.546	torch/profiler/profiler.py(390): add_metadata_json
7311463687395.062	1.237	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a641b610770>
7311463687397.256	0.606	torch/profiler/profiler.py(390): add_metadata_json
7311463687397.468	0.34	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a641b610770>
7311463687402.974	0.644	<built-in method kineto_available of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a641b6107b0>
7311463687407.424	219.712	torch/profiler/profiler.py(405): _get_distributed_info
7311463687417.625	4.219	torch/distributed/__init__.py(17): is_available
7311463687420.558	1.167	<built-in function hasattr>
7311463687423.974	5.97	torch/distributed/distributed_c10d.py(1340): is_initialized
7311463687427.056	2.621	torch/distributed/distributed_c10d.py(765): WORLD
7311463687428.994	0.562	torch/distributed/distributed_c10d.py(636): default_pg
7311463687433.674	42.182	torch/distributed/distributed_c10d.py(1417): get_backend
7311463687441.609	2.88	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311463687442.142	1.074	torch/distributed/distributed_c10d.py(1340): is_initialized
7311463687442.496	0.567	torch/distributed/distributed_c10d.py(765): WORLD
7311463687442.816	0.16	torch/distributed/distributed_c10d.py(636): default_pg
7311463687444.071	0.321	torch/distributed/distributed_c10d.py(765): WORLD
7311463687444.269	0.048	torch/distributed/distributed_c10d.py(636): default_pg
7311463687446.454	1.33	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311463687450.977	0.526	torch/distributed/distributed_c10d.py(650): pg_map
7311463687455.986	2.001	<built-in method get of dict object at 0x2a640fa05cc0>
7311463687461.008	0.126	torch/utils/_typing_utils.py(13): not_none
7311463687466.198	9.141	torch/distributed/distributed_c10d.py(320): __new__
7311463687468.527	0.231	<built-in function isinstance>
7311463687470.776	0.52	<built-in method upper of str object at 0x2a6350c3ca80>
7311463687472.524	2.333	<built-in function getattr>
7311463687478.462	13.474	torch/distributed/distributed_c10d.py(2476): get_rank
7311463687479.078	0.11	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311463687479.919	1.893	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311463687480.185	0.801	torch/distributed/distributed_c10d.py(1340): is_initialized
7311463687480.469	0.406	torch/distributed/distributed_c10d.py(765): WORLD
7311463687480.692	0.082	torch/distributed/distributed_c10d.py(636): default_pg
7311463687481.337	0.289	torch/distributed/distributed_c10d.py(765): WORLD
7311463687481.504	0.049	torch/distributed/distributed_c10d.py(636): default_pg
7311463687487.406	4.41	<built-in method rank of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a641aef2df0>
7311463687494.265	12.676	torch/distributed/distributed_c10d.py(2503): get_world_size
7311463687499.104	0.096	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311463687501.06	5.55	torch/distributed/distributed_c10d.py(1139): _get_group_size
7311463687501.885	0.424	torch/distributed/distributed_c10d.py(765): WORLD
7311463687502.079	0.07	torch/distributed/distributed_c10d.py(636): default_pg
7311463687502.888	1.448	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311463687503.115	0.579	torch/distributed/distributed_c10d.py(1340): is_initialized
7311463687503.308	0.258	torch/distributed/distributed_c10d.py(765): WORLD
7311463687503.439	0.055	torch/distributed/distributed_c10d.py(636): default_pg
7311463687503.974	0.261	torch/distributed/distributed_c10d.py(765): WORLD
7311463687504.109	0.057	torch/distributed/distributed_c10d.py(636): default_pg
7311463687505.948	0.603	<built-in method size of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a641aef2e10>
7311463687508.434	1.802	torch/distributed/distributed_c10d.py(1501): get_pg_count
7311463687510.039	0.103	torch/distributed/distributed_c10d.py(693): group_count
7311463687514.058	52.261	torch/distributed/distributed_c10d.py(1492): _get_all_pg_configs
7311463687514.598	0.091	torch/distributed/distributed_c10d.py(650): pg_map
7311463687522.143	30.135	torch/distributed/distributed_c10d.py(1477): _get_pg_config
7311463687524.336	2.77	torch/distributed/distributed_c10d.py(5863): _get_process_group_name
7311463687525.513	0.068	torch/distributed/distributed_c10d.py(663): pg_names
7311463687526.211	0.791	<built-in method get of dict object at 0x2a640fa05cc0>
7311463687532.052	6.168	torch/distributed/distributed_c10d.py(1397): get_backend_config
7311463687532.588	0.388	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311463687534.179	0.074	torch/distributed/distributed_c10d.py(683): pg_backend_config
7311463687534.714	0.59	<built-in method get of dict object at 0x2a640fa05cc0>
7311463687537.663	0.113	torch/utils/_typing_utils.py(13): not_none
7311463687539.076	3.27	torch/distributed/distributed_c10d.py(1139): _get_group_size
7311463687539.441	0.332	torch/distributed/distributed_c10d.py(765): WORLD
