trace: fused_rank3.json
with_stack: 1
record_shapes: 1
python_function_events: 331

timestamp_us	duration_us	function
7311464293329.645	4147.336	<string>(1): <module>
7311464293331.109	4145.872	multiprocessing/spawn.py(122): spawn_main
7311464293332.993	4143.988	multiprocessing/spawn.py(135): _main
7311464293334.399	4142.582	multiprocessing/process.py(314): _bootstrap
7311464293337.049	4139.932	multiprocessing/process.py(108): run
7311464293337.91	4139.071	torch/multiprocessing/spawn.py(87): _wrap
7311464293342.529	4134.452	profile_mega_moe_torch.py(336): test
7311464293346.16	4130.821	profile_mega_moe_torch.py(285): _profile_one
7311464293349.431	693.256	torch/profiler/profiler.py(898): step
7311464293350.101	589.023	torch/profiler/profiler.py(932): _transit_action
7311464293350.512	587.289	torch/profiler/profiler.py(241): start_trace
7311464293350.984	369.378	torch/autograd/profiler.py(398): _start_trace
7311464293708.973	5.072	<built-in function perf_counter_ns>
7311464293728.335	13.447	torch/profiler/profiler.py(390): add_metadata_json
7311464293737.822	3.76	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a9d5a51c770>
7311464293745.114	1.788	torch/profiler/profiler.py(390): add_metadata_json
7311464293746.238	0.549	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a9d5a51c770>
7311464293747.513	0.495	torch/profiler/profiler.py(390): add_metadata_json
7311464293747.649	0.31	<built-in method _add_metadata_json of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a9d5a51c770>
7311464293751.321	0.471	<built-in method kineto_available of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a9d5a51c7b0>
7311464293753.445	138.091	torch/profiler/profiler.py(405): _get_distributed_info
7311464293759.768	3.797	torch/distributed/__init__.py(17): is_available
7311464293762.831	0.611	<built-in function hasattr>
7311464293765.236	3.174	torch/distributed/distributed_c10d.py(1340): is_initialized
7311464293766.702	1.52	torch/distributed/distributed_c10d.py(765): WORLD
7311464293767.676	0.392	torch/distributed/distributed_c10d.py(636): default_pg
7311464293769.252	31.875	torch/distributed/distributed_c10d.py(1417): get_backend
7311464293774.546	2.438	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311464293775.062	0.92	torch/distributed/distributed_c10d.py(1340): is_initialized
7311464293775.342	0.563	torch/distributed/distributed_c10d.py(765): WORLD
7311464293775.742	0.086	torch/distributed/distributed_c10d.py(636): default_pg
7311464293776.597	0.3	torch/distributed/distributed_c10d.py(765): WORLD
7311464293776.792	0.039	torch/distributed/distributed_c10d.py(636): default_pg
7311464293778.291	1.072	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311464293780.676	0.398	torch/distributed/distributed_c10d.py(650): pg_map
7311464293785.632	2.031	<built-in method get of dict object at 0x2a9d59e2f040>
7311464293789.062	0.16	torch/utils/_typing_utils.py(13): not_none
7311464293791.131	9.639	torch/distributed/distributed_c10d.py(320): __new__
7311464293792.343	0.197	<built-in function isinstance>
7311464293795.062	0.405	<built-in method upper of str object at 0x2a9c8fa0ca20>
7311464293796.233	4.218	<built-in function getattr>
7311464293802.225	9.757	torch/distributed/distributed_c10d.py(2476): get_rank
7311464293802.866	0.098	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311464293803.526	1.738	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311464293803.794	0.8	torch/distributed/distributed_c10d.py(1340): is_initialized
7311464293804.086	0.413	torch/distributed/distributed_c10d.py(765): WORLD
7311464293804.318	0.113	torch/distributed/distributed_c10d.py(636): default_pg
7311464293804.911	0.256	torch/distributed/distributed_c10d.py(765): WORLD
7311464293805.071	0.037	torch/distributed/distributed_c10d.py(636): default_pg
7311464293808.558	3.347	<built-in method rank of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a9d59e02df0>
7311464293813.441	9.77	torch/distributed/distributed_c10d.py(2503): get_world_size
7311464293816.096	0.69	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311464293817.99	5.098	torch/distributed/distributed_c10d.py(1139): _get_group_size
7311464293818.422	0.321	torch/distributed/distributed_c10d.py(765): WORLD
7311464293818.622	0.043	torch/distributed/distributed_c10d.py(636): default_pg
7311464293819.304	1.461	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311464293819.5	0.501	torch/distributed/distributed_c10d.py(1340): is_initialized
7311464293819.662	0.232	torch/distributed/distributed_c10d.py(765): WORLD
7311464293819.781	0.049	torch/distributed/distributed_c10d.py(636): default_pg
7311464293820.287	0.392	torch/distributed/distributed_c10d.py(765): WORLD
7311464293820.407	0.051	torch/distributed/distributed_c10d.py(636): default_pg
7311464293822.467	0.576	<built-in method size of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a9d59e02e10>
7311464293824.233	1.75	torch/distributed/distributed_c10d.py(1501): get_pg_count
7311464293825.798	0.116	torch/distributed/distributed_c10d.py(693): group_count
7311464293828.182	39.193	torch/distributed/distributed_c10d.py(1492): _get_all_pg_configs
7311464293828.625	0.082	torch/distributed/distributed_c10d.py(650): pg_map
7311464293835.352	22.844	torch/distributed/distributed_c10d.py(1477): _get_pg_config
7311464293836.582	3.12	torch/distributed/distributed_c10d.py(5863): _get_process_group_name
7311464293837.269	0.067	torch/distributed/distributed_c10d.py(663): pg_names
7311464293838.027	0.534	<built-in method get of dict object at 0x2a9d59e2f040>
7311464293842.302	4.6	torch/distributed/distributed_c10d.py(1397): get_backend_config
7311464293842.822	0.252	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
7311464293843.884	0.058	torch/distributed/distributed_c10d.py(683): pg_backend_config
7311464293844.282	0.364	<built-in method get of dict object at 0x2a9d59e2f040>
7311464293846.348	0.114	torch/utils/_typing_utils.py(13): not_none
7311464293847.422	3.487	torch/distributed/distributed_c10d.py(1139): _get_group_size
7311464293847.782	0.458	torch/distributed/distributed_c10d.py(765): WORLD
7311464293848.131	0.039	torch/distributed/distributed_c10d.py(636): default_pg
7311464293848.591	1.494	torch/distributed/distributed_c10d.py(1366): _get_default_group
7311464293848.791	0.759	torch/distributed/distributed_c10d.py(1340): is_initialized
7311464293848.966	0.45	torch/distributed/distributed_c10d.py(765): WORLD
7311464293849.311	0.039	torch/distributed/distributed_c10d.py(636): default_pg
7311464293849.766	0.227	torch/distributed/distributed_c10d.py(765): WORLD
7311464293849.877	0.053	torch/distributed/distributed_c10d.py(636): default_pg
7311464293850.437	0.413	<built-in method size of pybind11_builtins.pybind11_detail_function_record_v1_system_libstdcpp_gxx_abi_1xxx_use_cxx11_abi_1 object at 0x2a9d59e02e10>
7311464293851.856	5.549	torch/distributed/distributed_c10d.py(1125): get_process_group_ranks
7311464293852.72	0.231	torch/distributed/distributed_c10d.py(673): pg_group_ranks
7311464293855.942	0.243	<built-in method keys of dict object at 0x2a9d63463e40>
7311464293858.937	8.177	torch/distributed/distributed_c10d.py(1477): _get_pg_config
7311464293860.385	0.921	torch/distributed/distributed_c10d.py(5863): _get_process_group_name
7311464293860.586	0.076	torch/distributed/distributed_c10d.py(663): pg_names
7311464293860.942	0.291	<built-in method get of dict object at 0x2a9d59e2f040>
7311464293861.981	1.775	torch/distributed/distributed_c10d.py(1397): get_backend_config
7311464293862.253	0.102	torch/distributed/distributed_c10d.py(1043): _rank_not_in_group
